1,pH,6.5
2,pH,6.5
3,pH,6.5
4,pH,6.5
5,pH,6.6
6,pH,6.6
7,pH,6.6
8,pH,6.6
9,pH,6.7
10,pH,6.7
11,pH,6.7
12,pH,6.7
13,pH,6.8
14,pH,6.8
15,pH,6.8
16,pH,6.8
17,pH,6.9
18,pH,6.9
19,pH,6.9
20,pH,6.9
21,pH,7.0
22,pH,7.0
23,pH,7.0
24,pH,7.0
25,pH,7.1
26,pH,7.1
27,pH,7.1
28,pH,7.1
29,pH,7.2
30,pH,7.2
31,pH,7.2
32,pH,7.2
33,pH,7.1
34,pH,7.1
35,pH,7.1
36,pH,7.1
37,pH,7.0
38,pH,7.0
39,pH,7.0
40,pH,7.0
41,pH,6.9
42,pH,6.9
43,pH,6.9
44,pH,6.9
45,pH,6.8
46,pH,6.8
47,pH,6.8
48,pH,6.8
49,pH,6.7
50,pH,6.7
51,pH,6.7
52,pH,6.7
53,pH,6.6
54,pH,6.6
55,pH,6.6
56,pH,6.6
57,pH,6.5
58,pH,6.5
59,pH,6.5
60,pH,6.5
61,pH,6.4
62,pH,6.4
63,pH,6.4
64,pH,6.4
65,pH,6.3
66,pH,6.3
67,pH,6.3
68,pH,6.3
69,pH,6.2
70,pH,6.2
71,pH,6.2
72,pH,6.2
73,pH,6.1
74,pH,6.1
75,pH,6.1
76,pH,6.1
77,pH,6.0
78,pH,6.0
79,pH,6.0
80,pH,6.0
81,pH,5.9
82,pH,5.9
83,pH,5.9
84,pH,5.9
85,pH,5.8
86,pH,5.8
87,pH,5.8
88,pH,5.8
89,pH,5.7
90,pH,5.7
91,pH,5.7
92,pH,5.7
93,pH,5.6
94,pH,5.6
95,pH,5.6
96,pH,5.6
97,pH,5.5
98,pH,5.5
99,pH,5.5
100,pH,5.5
101,pH,5.6
102,pH,5.6
103,pH,5.6
104,pH,5.6
105,pH,5.7
106,pH,5.7
107,pH,5.7
108,pH,5.7
109,pH,5.8
110,pH,5.8
111,pH,5.8
112,pH,5.8
113,pH,5.9
114,pH,5.9
115,pH,5.9
116,pH,5.9
117,pH,6.0
118,pH,6.0
119,pH,6.0
120,pH,6.0
121,pH,6.1
122,pH,6.1
123,pH,6.1
124,pH,6.1
125,pH,6.2
126,pH,6.2
127,pH,6.2
128,pH,6.2
129,pH,6.3
130,pH,6.3
131,pH,6.3
132,pH,6.3
133,pH,6.4
134,pH,6.4
135,pH,6.4
136,pH,6.4
137,pH,6.5
138,pH,6.5
139,pH,6.5
140,pH,6.5
141,pH,6.6
142,pH,6.6
143,pH,6.6
144,pH,6.6
145,pH,6.7
146,pH,6.7
147,pH,6.7
148,pH,6.7
149,pH,6.8
150,pH,6.8
151,pH,6.8
152,pH,6.8
153,pH,6.9
154,pH,6.9
155,pH,6.9
156,pH,6.9
157,pH,7.0
158,pH,7.0
159,pH,7.0
160,pH,7.0
161,pH,7.1
162,pH,7.1
163,pH,7.1
164,pH,7.1
165,pH,7.2
166,pH,7.2
167,pH,7.2
168,pH,7.2
169,pH,7.3
170,pH,7.3
171,pH,7.3
172,pH,7.3
173,pH,7.4
174,pH,7.4
175,pH,7.4
176,pH,7.4
177,pH,7.5
178,pH,7.5
179,pH,7.5
180,pH,7.5
181,pH,7.6
